"","Jurkat","KMBC2","MCF7","231"
"Q8IWZ3",-3.96,-2.04,-0.686,-1.88
"Q8IWZ8",-3.89,-5.04,-2.17,-3.09
"Q8IX01",-3.39,-4.12,-0.896,-4.85
"Q8IX04",0.0884,-3.21,-1.04,-2.14
"Q8IX07",-1.57,-6.56,-6.87,-4.24
"Q8IX12",-1.73,-1.03,-0.493,-1.18
"Q8IX15",0.0884,-4.89,-3.92,-0.35
"Q8IX18",-2.29,-2.71,-2.32,-1.8
"Q8IX21",0.0884,-0.643,-2.02,-4.71
"Q8IX90",-3.33,-2.21,-0.463,-3.95
"Q8IXB1",0.0884,-1.52,-1.04,-3.55
"Q8IXH7",-3.78,-3.81,-1.27,-3.19
"Q8IXI1",-2.64,-1.95,-1.88,-1.62
"Q8IXI2",-0.302,-1.43,-0.145,-0.35
"Q8IXJ6",-1.72,-0.107,-0.145,-2.61
"Q8IXK0",-2.51,-4.13,-1.05,-2.22
"Q8IXK0;Q8NDX5",-1.62,-3.06,-1.01,-2.52
"Q8IXK2",0.0884,-1.16,-0.145,-0.35
"Q8IXM2",-5.39,-2.79,-0.271,-3.66
"Q8IXM3",-0.37,-0.101,0.229,0.293
"Q8IXM6",-0.75,-0.324,1.07,-0.938
"Q8IXQ4",-4.7,-1.59,-1.92,-4.05
"Q8IXQ6",-4.03,-3.25,-3.54,-0.712
"Q8IXS8",0.0884,-0.643,-0.145,-0.35
"Q8IXT5",-2.14,0.135,-1.46,-0.0203
"Q8IY17",0.838,-3.07,0.523,-2.51
"Q8IY18",-5.01,-4.17,-2.07,-3.87
"Q8IY21",-0.601,-3.03,-0.145,-1.09
"Q8IY26",0.0884,-4.04,-2.38,-0.35
"Q8IY31",-0.732,-2.6,-0.145,-0.35
"Q8IY33",0.0884,-4,-3.41,-1.21
"Q8IY37",-1.98,-3.24,-0.939,-0.964
"Q8IY47",0.0884,-2.75,-0.145,-3.54
"Q8IY63",-3.2,-0.643,-1.31,-1.25
"Q8IY67",-4.79,-2.59,-1.25,-2.82
"Q8IY81",-1.14,-1.41,-0.667,-0.902
"Q8IY92",0.0884,-5.71,-2.3,-4.29
"Q8IYA6",-5.18,-2.98,-0.145,-3.03
"Q8IYB1",0.0884,-2.2,-0.145,-1.44
"Q8IYB3",-0.948,0.00843,-0.098,-0.159
"Q8IYB7",-2.48,-4,-1.25,-3.9
"Q8IYB8",-0.168,-0.643,-1.07,-0.0979
"Q8IYD1;P15170",-1.95,-1.24,-0.6,-1.01
"Q8IYI6",-4.54,-3.96,-1.9,-3.37
"Q8IYJ3",-0.512,-1.61,-0.396,-0.35
"Q8IYM9",0.0884,-0.643,-0.0423,-4.88
"Q8IYQ7",0.0884,-0.643,-0.904,-0.35
"Q8IYR2",0.0884,-0.643,-0.145,-2.26
"Q8IYS0",-0.782,-0.88,0.531,-0.29
"Q8IYS1",-4.06,-4.98,-0.145,-5.12
"Q8IYS2",0.0884,-1.55,0.916,-0.35
"Q8IYT2",-3.41,-3.13,-4.6,-0.35
"Q8IYU8",0.0884,-1.44,-0.145,-1.39
"Q8IZ07",-1.2,-2.78,-0.145,-1.34
"Q8IZ21",0.0884,-3.45,-1.17,-1.44
"Q8IZ41",0.0884,-1.05,-0.145,-0.35
"Q8IZ69",-3.13,-3.76,-3.31,-2.18
"Q8IZ73",-4.13,-3.95,-1.29,-5.26
"Q8IZ81",-2.08,-1.7,-1.72,-2.75
"Q8IZ83",-1.92,-0.981,-1.07,-0.802
"Q8IZA0",-3.73,-0.643,-0.0448,-1.74
"Q8IZD4",-0.857,-1.05,-0.145,-0.35
"Q8IZE3",-0.0726,-1.2,0.155,-0.957
"Q8IZH2",-3.97,-2.27,-1.28,-3.73
"Q8IZL2",0.0884,-8,-0.145,-6.38
"Q8IZL8",-3.8,-2.25,-0.463,-0.633
"Q8IZM8",-3.66,-3.13,-3.6,-4.85
"Q8IZP0",-2.37,-2.47,-0.128,-0.536
"Q8IZP0;Q9NYB9",-4.24,-0.902,-0.132,-1.4
"Q8IZQ1",0.0884,-0.643,-0.145,-4.08
"Q8IZQ5",-0.867,-0.643,0.593,-0.35
"Q8IZT6",-1.94,-2.7,-0.145,-3.13
"Q8IZV5",0.0884,-1.04,-0.145,-0.35
"Q8IZW8",0.0884,-3.59,-0.145,-0.35
"Q8N0U8",0.0884,-1.52,-0.145,-0.355
"Q8N0W3",0.0884,-0.643,-0.145,-0.35
"Q8N0X7",-0.676,-2.36,-1.92,-3.23
"Q8N0Y7",0.0884,-4.15,1.24,-0.35
"Q8N0Y7;P15259;P18669",-3,-3.92,-1.41,-3.53
"Q8N0Z3",-4.42,-4.3,-1.66,-0.136
"Q8N0Z6",-4.92,-4.32,-3.54,-3.83
"Q8N108",-2.64,-4.39,-0.434,-3.54
"Q8N118",-0.506,-0.643,-0.145,-0.35
"Q8N122",-1.67,-3.63,-1.69,-3.09
"Q8N128",0.0884,-1.88,-0.145,-0.35
"Q8N129",0.0884,-0.643,-0.145,-0.35
"Q8N137",-5.42,-5.4,-0.145,-1.39
"Q8N142",0.0884,-1.2,-0.79,-0.35
"Q8N163",-2.11,-1.11,-0.471,-1.16
"Q8N1B4",-1.8,-2.82,0.705,0.151
"Q8N1F7",-1.95,-2.1,-0.457,-1.51
"Q8N1F8",-0.859,-0.643,-2.04,-1.33
"Q8N1G0",-2.99,-6.21,-2.78,-6.48
"Q8N1G2",-3.18,-3.18,-1.54,-2.5
"Q8N1G4",-2.24,-2.03,-0.431,-1.39
"Q8N1I0",0.0884,-0.643,-0.145,-1.85
"Q8N1K5",-4.64,-0.643,1.55,-0.35
"Q8N1N4",-0.00115,0.949,0.725,1.26
"Q8N1P7",0.0884,-3.23,-0.145,-0.35
"Q8N1S5",0.0884,-2.03,0.473,-0.35
"Q8N1W1",0.0884,-2.22,-0.145,-4.32
"Q8N201",-1.87,-2.9,-0.552,-2.7
"Q8N257;A0A2R8Y619;P33778;Q96A08;Q5QNW6;P58876;Q99880;P62807;Q99877;P57053;P23527;O60814;Q93079;Q99879;Q16778;P06899",-0.102,0.619,0.131,0.58
"Q8N257;P33778;Q5QNW6;P58876;Q99880;P62807;Q99877;P57053;P23527;O60814;Q93079;Q99879;Q16778;P06899",-3.07,0.221,-0.00481,-0.767
"Q8N257;P33778;Q6DN03;P23527;Q6DRA6;Q16778;P06899",-0.365,-0.216,-0.023,-0.469
"Q8N257;P33778;Q96A08;Q5QNW6;P58876;Q99880;P62807;Q99877;P57053;P23527;O60814;Q93079;Q99879;Q16778;P06899",-1.97,-0.312,-0.386,-1.01
"Q8N271",0.0884,-0.643,-0.145,-0.35
"Q8N2F6",0.0884,-1.4,-0.148,-0.35
"Q8N2G8",-0.165,-3.48,-0.187,0.397
"Q8N2H3",0.0884,-0.643,-0.145,-0.35
"Q8N2K0",-0.775,-3.13,-1.43,-2.22
"Q8N2R0",0.0884,-3.84,-4.48,-0.905
"Q8N2S1",0.0884,-0.643,-0.145,-0.35
"Q8N2W9",-4.31,-6.38,-5.97,-5.8
"Q8N302",-2.86,-2.18,-3.68,-4.31
"Q8N328;P0DP91",0.0884,-0.643,-0.145,-0.35
"Q8N335",-2.17,-5.71,-2.7,-0.35
"Q8N392",0.0884,-0.643,0.409,-2.59
"Q8N3C0",-4.06,-1.27,-0.792,-1.08
"Q8N3C7",0.0884,-0.643,-0.145,-2.8
"Q8N3D4",0.0884,-2.01,-0.164,-0.555
"Q8N3E9",0.0884,-3.89,-0.145,-1.99
"Q8N3F8",-2.14,-2.89,1.71,-2.59
"Q8N3I7",0.0884,-0.643,-0.145,-0.35
"Q8N3P4",-3.16,-1.61,-1.07,1.01
"Q8N3R9",0.0884,-4.97,-0.951,-4.89
"Q8N3U4",-3.44,-5.92,-0.78,-3.25
"Q8N3U4;Q8WVM7",-3.6,-4.26,-1.63,-3.14
"Q8N3X1",0.0884,-0.643,-0.222,-0.35
"Q8N3X6",-0.827,-3.56,-0.861,-3
"Q8N3Y1",0.0884,-0.643,-0.145,-1.7
"Q8N442",0.0884,-1.03,-0.145,-0.55
"Q8N465",0.0884,-0.643,-1.09,-0.35
"Q8N488",-4.05,-2.09,-1.08,-4.2
"Q8N490",0.0884,-0.643,-0.145,-0.35
"Q8N4A0",0.0884,-0.643,-0.145,-0.35
"Q8N4C6",-2.88,-3.09,-0.145,-2.18
"Q8N4C8",0.0884,0.276,-0.145,-2.37
"Q8N4H5",-0.836,0.239,-1.07,-1.7
"Q8N4J0",-0.379,-3.25,-2.89,-3.02
"Q8N4P2;Q86WT1",0.0884,-0.643,-0.145,-0.35
"Q8N4Q0",0.0884,-2.89,-1.23,-0.35
"Q8N4S9",0.0884,-1.56,-0.974,-0.35
"Q8N4T4",0.0884,-1.86,-0.145,-0.35
"Q8N4T8",0.0884,-2.06,-0.145,-0.35
"Q8N4V1",0.0884,0.454,-1.21,-0.862
"Q8N4X5",0.0884,-3.46,-0.145,-0.998
"Q8N4Y2",0.0884,-2.96,-0.145,-0.35
"Q8N511",0.0884,-0.643,-0.145,-0.35
"Q8N543",-2.46,-1.81,-0.145,-4.17
"Q8N556",0.0884,-0.397,1.53,-0.603
"Q8N565",0.0884,-0.643,-1.16,-0.35
"Q8N573",0.0884,-2.88,1.01,-1.08
"Q8N594",0.0884,-2.69,-0.255,-0.527
"Q8N5A5",-4.92,-4.1,-2.54,-2.56
"Q8N5C6",-1.47,-4.87,-1.98,-2.65
"Q8N5C7",-1.47,-2.76,-3.59,-3.69
"Q8N5C8",-1.22,-1.94,-0.145,-0.35
"Q8N5D0",0.0884,-1.59,-0.145,-0.35
"Q8N5F7",-0.284,-3.54,-0.154,-1.68
"Q8N5G2",-0.723,-0.643,-0.145,-2.27
"Q8N5I2",-0.78,-4.86,-2.01,-4.28
"Q8N5J2",0.0884,-0.643,-0.145,-0.35
"Q8N5K1",-0.271,-2.65,-0.0997,-1.85
"Q8N5M1",-0.578,-1.29,-1.18,-0.35
"Q8N5M4",-5.21,-4.49,-0.421,-4.35
"Q8N5N7",0.0884,-1.25,-0.145,0.552
"Q8N5P1",-2.55,-1.66,-2.36,-2.61
"Q8N5W9",-0.532,-2.93,-0.145,-0.35
"Q8N5Y8",-1.17,-2.06,-0.145,0.414
"Q8N612",0.0884,-0.643,-0.145,-0.35
"Q8N653",0.0884,-1.58,-0.889,-1.59
"Q8N668",-1.58,-1.32,-0.978,-2.82
"Q8N684",-1.74,-0.782,-0.226,-1.33
"Q8N6H7",-4.5,-2.02,-1.24,-1.8
"Q8N6L1",-1.91,-2.11,-1.18,-2.18
"Q8N6M0",-4.55,0.6,-0.315,-1.51
"Q8N6M3",0.0884,-0.643,-1.3,-0.35
"Q8N6N3",-3.11,-0.643,-4.38,-4.98
"Q8N6R0",-3.66,-3.93,-0.707,-1.76
"Q8N6T3",-3.36,-2.5,-2.03,-3.19
"Q8N6T7",-2.34,-3.55,-3.39,-4.24
"Q8N726",-0.99,-1.5,-0.145,-0.35
"Q8N752;P48729",-3.26,-2.59,-1.59,-2.01
"Q8N766",-2.6,-1.44,-0.469,-1.25
"Q8N7C3",0.0884,-3.13,-0.145,-5.93
"Q8N7H5",-5.01,-2.38,-1.03,-1.88
"Q8N7R7",0.0884,-2.55,-0.145,-0.35
"Q8N806",-3.91,-4.68,-2.91,-4.11
"Q8N884",0.0884,-1.45,-0.45,-1.94
"Q8N8A2",0.0884,-0.643,-0.145,-1.03
"Q8N8A6",-1.18,-2.4,-0.805,-0.975
"Q8N8N7",0.0884,-0.643,-0.145,-0.35
"Q8N8Q8",0.0884,-0.643,-0.145,-0.35
"Q8N8R5",-1.56,-3.36,-2.71,-3.93
"Q8N8R7",-2.57,-2.36,-1.47,-4.39
"Q8N8S7",-1.06,-5.61,-0.212,-3.13
"Q8N954",-3.45,-4.1,-2.26,-4.2
"Q8N960",-5.62,-2.89,-1.26,-4.49
"Q8N983",-0.798,-1.34,-1.19,-0.711
"Q8N999",-3.64,-1.42,-1.06,-2.99
"Q8N9F7",-0.97,-0.643,-0.145,-0.35
"Q8N9M1",-0.783,0.41,-0.858,-1.83
"Q8N9M5",-0.732,-1.51,-1.09,-0.35
"Q8N9N2",-3.65,-3.74,-1.42,-2.69
"Q8N9N5",-2.88,-4.56,-4.09,-4.35
"Q8N9N7",-2.53,-2.98,-1.77,-1.31
"Q8N9Q2",0.19,0.198,-0.0943,-0.996
"Q8N9R8",-4.86,-7.8,-7.1,-6.03
"Q8N9T8",-3.14,-2.84,-0.827,-1.28
"Q8N9U0",0.0884,-1.57,-1,-0.35
"Q8N9V3",-1.78,-4.02,-3.01,-4.41
"Q8NA61",0.0884,-0.643,-0.145,-0.35
"Q8NA72",-5.27,-3.55,0.803,-2.22
"Q8NAN2",0.0884,-0.643,-0.145,-0.35
"Q8NAP3",0.0884,-4.98,-0.635,-5.31
"Q8NAT1",0.0884,-0.643,-0.145,-0.35
"Q8NAV1",-1.3,0.0373,-0.0179,0.149
"Q8NB14",-0.725,-0.643,-0.145,-0.35
"Q8NB15",-0.695,-2.64,-3.07,-3.82
"Q8NB46",-2.82,-0.643,-2.84,-4.37
"Q8NB78",-2.98,-3.92,-3.55,-4.96
"Q8NB90",-2.89,-2.08,-1.19,-2.34
"Q8NBF2",-3.76,-2.72,0.202,-0.791
"Q8NBF6",-1.96,-3.27,-2.77,-2.31
"Q8NBI6",0.0884,-1.44,-0.145,-1.15
"Q8NBJ4",0.0884,-0.643,-0.145,-0.35
"Q8NBJ5",-1.42,-1.38,0.0996,-1.23
"Q8NBJ7",0.0884,-1.62,-0.145,-0.35
"Q8NBL1",0.0884,-0.643,-0.145,-0.35
"Q8NBM4",1.21,-3.99,1.11,-5.77
"Q8NBM8",0.0884,-3.44,-1.6,-0.35
"Q8NBN3",0.0884,-2.25,-0.145,-0.35
"Q8NBN7",0.0884,-0.643,-0.145,-0.35
"Q8NBP0",-1.04,0.482,-0.145,-1.11
"Q8NBQ5",-0.618,-1.79,0.517,-1.73
"Q8NBS9",-0.0158,-1.36,0.231,-1.21
"Q8NBT0",-3.59,-2.51,-0.145,-3.18
"Q8NBT2",-4.82,-5.42,-1.76,-1.66
"Q8NBU5",-0.173,-2.09,-0.135,-0.207
"Q8NBX0",-2.78,-1.34,0.35,-2.67
"Q8NBZ0",-1.13,-3.11,-2.78,-4.08
"Q8NBZ7",0.0884,-0.741,1.55,-0.35
"Q8NC44",0.0884,-0.828,0.379,-0.35
"Q8NC51",-1.85,-1.42,-0.759,-1.11
"Q8NC56",-2.51,-3.08,2.55,-1.81
"Q8NC60",0.0884,-0.643,-0.145,-0.35
"Q8NC74",0.0884,-6.37,-5.62,-0.35
"Q8NC96",-2.77,-3.6,-0.513,-4.95
"Q8NCA5",-3.1,-1.38,-0.654,-1.31
"Q8NCA5;Q52LJ0",0.0884,-0.643,0.641,-0.35
"Q8NCE2",-3.15,-3.31,-0.691,-2.46
"Q8NCF5",-3.03,-3.92,-2.43,-3.72
"Q8NCG7",0.0884,-0.643,-0.133,-1.27
"Q8NCH0",0.0884,-0.643,-0.145,-0.35
"Q8NCJ5",0.0884,-0.643,-0.145,-0.35
"Q8NCL4",0.0884,-1.37,-0.702,0.563
"Q8NCM8",0.0884,-0.643,-0.145,-0.35
"Q8NCN2",-4.61,-6.23,-3.67,-5.33
"Q8NCN5",0.0884,-1.26,-0.633,-2.19
"Q8NCP5",-0.824,-1.67,-0.145,-1.4
"Q8NCU4",-4.22,-0.643,-0.145,-0.35
"Q8NCW5",-1.52,-2.4,-1.03,-0.617
"Q8NCW6",0.0884,-0.643,-0.145,-0.35
"Q8NCY6",-1.17,-2.93,-0.657,-2.62
"Q8ND04",-3.9,-2.84,-0.993,-2.97
"Q8ND24",-5.15,-4.54,-0.0298,-2.25
"Q8ND30",0.0884,-2,-0.145,-0.35
"Q8ND56",-3.83,-2.77,-0.959,-3.85
"Q8ND76",0.0884,-0.643,-1.19,-1.41
"Q8ND82",-0.786,-2.64,-2.54,-4.7
"Q8ND83",-3.11,-0.643,-0.145,-1.41
"Q8ND90",0.0884,-1.61,-2.72,-2.12
"Q8NDA8",-1.16,-2.75,-1.26,-2.75
"Q8NDD1",-2.59,-3.92,-0.449,-2.34
"Q8NDF8",-1.12,-0.93,-1.24,-1.56
"Q8NDH3",-0.639,-0.643,-1.17,-0.262
"Q8NDI1",-0.681,-3.12,-0.864,-2.37
"Q8NDN9",0.659,-0.643,-0.145,-0.35
"Q8NDT2",-1.8,-0.783,-1.46,-1.12
"Q8NDV3",-0.557,-3.83,-1.28,-3.16
"Q8NDV7",-3.48,-2.18,-0.145,-0.35
"Q8NDW8",0.0884,-0.643,-0.145,-0.35
"Q8NDX1",-0.995,-0.643,-0.145,-0.35
"Q8NDZ2",0.0884,-0.643,-3.57,-6.09
"Q8NDZ4",0.0884,-1.73,-0.145,-0.35
"Q8NDZ6",0.0884,-0.643,-0.145,-0.35
"Q8NE01",0.0884,-3.96,0.031,-3.39
"Q8NE62",0.0884,-0.643,-1.19,-0.35
"Q8NE71",-1.15,-1.88,-0.749,-1.55
"Q8NE86",1.01,0.723,0.883,1.72
"Q8NEA6",0.0884,-3.25,-0.145,-1.2
"Q8NEB9",-4.63,-2.25,2.53,-1.27
"Q8NEC7",-1.09,-0.643,-0.759,-1.27
"Q8NEF9",-1.84,-4.83,-0.508,-1.13
"Q8NEG4",0.0884,-0.643,-0.145,-0.35
"Q8NEJ9",-2.21,-3.47,-0.504,-0.796
"Q8NEL9",-1.93,-1.53,-1.11,-1.34
"Q8NEM2",-2.18,-2.76,-1.39,-2.1
"Q8NEM7",-0.811,-3.47,-1.04,-1.3
"Q8NEN9",0.0884,-1.32,-0.145,-2.8
"Q8NES3",0.0884,-0.211,-0.145,-0.35
"Q8NEU8",-3.84,-5.42,-5.21,-5.97
"Q8NEV8",0.0884,-0.643,-0.145,-0.35
"Q8NEW0",0.0884,-2.31,-0.952,-1.99
"Q8NEX9",0.0634,0.993,0.897,1.63
"Q8NEY1",0.0884,-0.991,-0.145,-0.35
"Q8NEY8",-4.03,-3.67,-2.26,-3.92
"Q8NEZ2",-3.4,-2.37,-2.3,-3.16
"Q8NEZ3",0.0884,-0.643,-0.145,-0.35
"Q8NEZ4",-4.88,-7.43,-6.44,-7.08
"Q8NEZ5",0.203,-3.82,-1.03,-3.3
"Q8NF37",-0.546,-1.3,-2.5,0.676
"Q8NF50",-0.881,-2.41,-0.145,0.629
"Q8NF50;Q96N67",0.0884,-2.39,-1.11,-1.06
"Q8NF64",-4.63,-8.05,-4.25,-7.25
"Q8NF91",0.0884,-0.643,-0.145,-0.35
"Q8NFA0",-4.82,-4.49,-2.78,-4.67
"Q8NFC6",-1.43,-2.29,0.493,-2.89
"Q8NFD5",-6.71,-9.12,-6.03,-7.21
"Q8NFF5",-1.47,-1.13,-2.76,0.603
"Q8NFG4",-0.542,-3.91,-2.91,-3.4
"Q8NFH3",-2.65,-1.66,-1.08,-2.88
"Q8NFH4",-1.34,-2.33,-2.52,-2.2
"Q8NFH5",-3.42,-1.98,-0.445,-3
"Q8NFI3",-1.97,-4.94,-0.145,-3.75
"Q8NFJ5",-1.62,-1.52,0.0341,-0.848
"Q8NFJ9",-0.76,-0.643,-1.01,-1.15
"Q8NFP9",-1.2,-3.07,-1.08,-0.35
"Q8NFQ8",0.127,-0.208,-1.32,0.538
"Q8NFT2",0.0884,-1.41,-0.145,-0.35
"Q8NFU7",-1.85,-4.69,-3.41,-4.3
"Q8NFV4",0.0884,-3.62,-1.94,-1.25
"Q8NFW5",0.0884,-7.07,-0.145,-0.35
"Q8NFW8",-0.0973,-0.401,-0.715,-1.73
"Q8NFZ0",0.0884,-0.643,-0.145,-1.67
"Q8NFZ5",-1.72,-2.42,-0.145,-1.28
"Q8NG31",-6.05,-6.7,-3.38,-7.72
"Q8NHG8",0.0884,-1.73,-0.145,-0.35
"Q8NHH9",-0.468,-1.41,0.299,-0.178
"Q8NHM5",-1.2,-2.23,-1.82,-1.79
"Q8NHP1;O95154",0.0884,-0.643,-0.145,-0.35
"Q8NHP6",-0.271,-2.75,0.618,-0.358
"Q8NHP8",0.0884,-1.29,-0.205,-0.35
"Q8NHQ1",-6.65,-3.64,-1.45,-1.71
"Q8NHQ8",0.0884,-0.643,-0.145,-1.28
"Q8NHQ9",-1.26,-3.44,-1.54,-1.05
"Q8NHU6",0.0884,-2.66,-1.01,-3.48
"Q8NHV1",0.706,-0.643,-0.145,-0.35
"Q8NHV4",-4.9,-4.83,-2.24,-5.1
"Q8NHW5;P05388",-1.55,-1.8,-0.244,-1.63
"Q8NHY2",-0.913,-3.69,-4.45,-6.02
"Q8NI08",-0.114,-1.54,-0.145,-1.15
"Q8NI27",-1.33,-1.09,-0.554,-1.74
"Q8NI35",-2.11,-3.22,-0.671,-1.07
"Q8NI35;O75970",0.0884,-1.1,-0.145,-0.435
"Q8NI36",-1.21,-1.7,-1.03,-1.1
"Q8NI60",0.0884,-0.643,-0.295,-0.35
"Q8NI77",0.0884,-0.643,-0.145,-3.85
"Q8TA86",-0.131,-0.23,-0.039,-0.173
"Q8TAA3;O14818",-1.53,-1.58,-1.33,-1.78
"Q8TAA9",0.0884,-1.33,-0.369,-0.35
"Q8TAD4",0.0884,-0.643,-0.145,-0.35
"Q8TAD8",-1.17,-1.05,0.116,-0.293
"Q8TAE8",-1.62,-2.19,1.41,-2.6
"Q8TAF3",-2.73,-1.39,-0.145,-4.33
"Q8TAG9",-3.22,-4.7,-0.411,-0.9
"Q8TAM2",-0.669,-1.29,-0.145,-1.02
"Q8TAP4;P25800",-6.78,-0.643,-1.11,-0.35
"Q8TAP6",-7.92,-8.59,-4.52,-7.04
"Q8TAP8",-3.04,-1.34,-0.145,-1.02
"Q8TAP9",-1.69,-3.31,-0.145,-1.07
"Q8TAQ2",-6.02,-6.66,-3.98,-5.6
"Q8TAQ2;Q92922",-5.26,-6.02,-3.56,-5.5
"Q8TAT5",-2.63,-1.84,-0.145,-4.53
"Q8TAT6",-3.87,-1.57,-0.506,-2.1
"Q8TB03",-4.2,-2.29,-3.38,-3.31
"Q8TB22",0.0884,-3,-0.145,-0.35
"Q8TB36",0.0884,-0.643,-0.145,-0.35
"Q8TB37",-0.845,-2.27,-1.84,-0.35
"Q8TB61",0.0884,-4.42,-0.471,-3.95
"Q8TB72",-2.94,-3.14,-0.0301,-0.202
"Q8TB72;Q14671",-2.73,-1.54,0.871,-0.211
"Q8TB96",0.0884,-1.38,-0.145,-0.35
"Q8TBA6",-1.07,-2.15,0.0496,-1.51
"Q8TBB1",0.0884,-1.42,-0.813,-0.35
"Q8TBC3",-2.83,-0.525,1.29,1.1
"Q8TBC3;Q9Y597",-2.63,2.74,0.22,2.36
"Q8TBC4",-0.612,-2.96,-1.94,-2.58
"Q8TBC5",0.0884,-0.643,-0.145,-2.96
"Q8TBE9",-3.21,-4.26,-1.19,-2.74
"Q8TBF2",-0.0638,-0.869,-1.04,-2.42
"Q8TBM8",0.0884,-0.643,-0.145,-0.35
"Q8TBP6",0.0884,-0.643,-0.145,-0.35
"Q8TBX8",-1.64,-2.25,-0.761,-3.29
"Q8TC05",-4.2,-0.643,-0.145,-1.04
"Q8TC07",-3.21,-2.24,-0.293,-2.65
"Q8TC12",-2.06,-3.59,-0.332,-2.28
"Q8TC44",-2.16,-1.8,-0.0521,-0.0823
"Q8TCB0",0.0884,-2.46,-0.145,-0.35
"Q8TCC3",-0.772,-1.84,-1.06,-2.66
"Q8TCD5",0.0884,-0.643,-0.145,-0.35
"Q8TCG1",-4.11,-4.23,-0.279,-2.39
"Q8TCG2",0.0884,-2,0.386,-2.61
"Q8TCG5",0.0884,-0.643,-0.145,-0.35
"Q8TCJ2",-4.32,-2.47,-0.672,-2.65
"Q8TCN5",-0.952,-2.22,-2.02,-5.57
"Q8TCS8",-2,-1.69,1.25,-2.36
"Q8TCT9",0.0679,-3.78,-1.17,-3.02
"Q8TCU4",-4.35,-0.643,-0.00538,-4.16
"Q8TCU6",0.0884,-0.643,-0.949,-0.35
"Q8TCX5",0.0884,-0.643,-0.145,-0.35
"Q8TCY9",0.0884,-0.643,-0.145,-1.96
"Q8TD06",-1.83,-0.643,-2.25,-0.35
"Q8TD08",0.0884,-0.643,-0.145,-0.35
"Q8TD10",0.0884,-5.15,-1.17,-3.39
"Q8TD16",-3.83,-3.25,0.501,-2.29
"Q8TD19",0.571,-0.127,2.15,0.676
"Q8TD22",0.0884,-0.643,-0.145,-0.35
"Q8TD26",-3.78,-4.61,-5.36,-5.08
"Q8TD31",-6.47,-4.28,-0.692,-1.8
"Q8TD43",0.0884,-1.34,-0.485,-0.35
"Q8TDB6",-4.33,-3.04,-3.21,-2.63
"Q8TDD1",-0.599,-1.17,-0.63,-0.698
"Q8TDH9",-2.75,-2.2,-0.145,-2.56
"Q8TDI0;Q12873",-2.42,-2.05,-1.52,-3.36
"Q8TDJ6",0.0884,-1.69,-0.145,-0.35
"Q8TDM6",-4.85,-5.11,-5.09,-3.2
"Q8TDN6",-0.735,-1.58,-0.982,-0.94
"Q8TDP1",-4.53,-2.7,-1.82,-4.12
"Q8TDW5",0.0884,-0.643,-0.145,-0.35
"Q8TDX6",0.0884,-0.643,-0.145,-0.35
"Q8TDX7",-3.07,-3.67,-1.86,-4.09
"Q8TDX7;Q9HC98",-4.11,-5.09,-2.21,-3.28
"Q8TDY2",-0.911,-1.7,-0.145,-1.53
"Q8TDY4",0.0884,-4.97,-0.145,-2.42
"Q8TDZ2",-2.63,-1.37,-1.75,-3.69
"Q8TE68",1.14,-2.8,-1.61,0.987
"Q8TE76",0.0884,-4.88,-0.145,-6.38
"Q8TE77",0.0884,-2.45,-1.04,-0.35
"Q8TE82",0.0884,-1.05,-0.145,-0.35
"Q8TE85",0.0884,-6.32,-4.74,-0.35
"Q8TEA1",-1.24,-0.643,-0.145,-2.74
"Q8TEA7",0.0884,-0.643,-0.145,-0.35
"Q8TEA8",-2.08,-1.02,-1.18,-2.14
"Q8TEB1",-4.22,-3.34,-3.2,-4.62
"Q8TEB9",0.0884,-0.643,-0.145,-0.35
"Q8TEC5",0.0884,-1.15,-0.145,-1.79
"Q8TED0",-1.82,-1.92,-1.2,-1.05
"Q8TEM1",1.23,-0.104,-0.498,0.0827
"Q8TEP8",-4.81,-3.67,-1.08,-1.4
"Q8TEQ0",-4.65,-4.81,-0.145,-2.18
"Q8TEQ0;Q8IUI4",-3.22,-4.76,0.134,-2.04
"Q8TEQ6",-0.245,-0.775,-0.703,-1.13
"Q8TEQ8",0.0884,-1.06,-0.699,-0.338
"Q8TER5",0.0884,-3.3,-0.145,-2.19
"Q8TES7",-1,-1.4,-0.145,-1.2
"Q8TET4",0.0884,-0.0612,-0.145,-1.97
"Q8TEU7",-1.86,-2.99,-1.9,-1.84
"Q8TEV9",-0.787,-1.5,-0.145,-4.26
"Q8TEW0",-4.64,-2.43,-1.82,-4.21
"Q8TEW8",0.0884,-0.643,-0.145,-0.623
"Q8TEX9",-1.78,-2.04,-0.722,-1.06
"Q8TEY5",0.0884,-0.643,-1.27,-0.35
"Q8TEY7",0.0884,-0.643,-0.145,-0.35
"Q8TF05",-1.78,-3.64,-1.66,-0.539
"Q8TF42",-3.09,-0.643,0.655,-2.24
"Q8TF46",0.0884,-1.27,0.0204,-0.35
"Q8TF66",2.45,-0.643,0.874,-0.35
"Q8TF68",-4.47,-5.53,-2.51,-5.68
"Q8TF72",0.0884,-2.08,-0.145,-0.35
"Q8TF74",0.0884,-3.76,-0.357,-1.16
"Q8TF76",-0.673,-1.6,-0.602,-3.26
"Q8WTS1",0.0884,-0.643,0.498,-2.03
"Q8WTS6",0.0884,-2.47,-0.956,-2.78
"Q8WTT2",-1.55,-1.87,-0.939,-0.837
"Q8WTW3",-1.18,-2.8,-2.89,-3.08
